
=| GET query1 |=
2014-07-13 23:36:48 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:36:48 | select min(`overallrank`) as aggregate from `studentreport` where `studentid` = ? and `overallrank` > ? | 0ms
2014-07-13 23:36:48 | select min(`phyrank`) as aggregate from `studentreport` where `studentid` = ? and `phyrank` > ? | 0ms
2014-07-13 23:36:48 | select min(`chemrank`) as aggregate from `studentreport` where `studentid` = ? and `chemrank` > ? | 1ms
2014-07-13 23:36:48 | select min(`mathrank`) as aggregate from `studentreport` where `studentid` = ? and `mathrank` > ? | 0ms
2014-07-13 23:36:48 | select min(`biorank`) as aggregate from `studentreport` where `studentid` = ? and `biorank` > ? | 0ms
2014-07-13 23:36:48 | select `exam`.`examid`, `overallmarks`, `overallmaxmarks` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? | 1ms

=| GET dashboard |=
2014-07-13 23:37:08 | select * from `users` where `id` = ? limit 1 | 0ms
2014-07-13 23:37:08 | select * from `parentlogins` where `parentlogins`.`loginname` = ? limit 1 | 0ms
2014-07-13 23:37:08 | select * from `student` where `student`.`studentid` = ? limit 1 | 1ms
2014-07-13 23:37:08 | select `studentreport`.`examid`, `overallrank` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? and `attendance` = ? order by `exam`.`examdate` asc | 1ms
2014-07-13 23:37:08 | select `examid`, `testtopic`, `examdate`, `subjectid` from `exam` where `exam`.`examid` in (?, ?, ?, ?, ?, ?, ?) | 0ms
2014-07-13 23:37:08 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? | 2ms
2014-07-13 23:37:08 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 1ms
2014-07-13 23:37:08 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:37:08 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:37:08 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 1ms
2014-07-13 23:37:08 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:37:08 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:37:08 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:37:08 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:37:08 | select min(`overallrank`) as aggregate from `studentreport` where `studentid` = ? and `overallrank` > ? | 0ms
2014-07-13 23:37:08 | select min(`phyrank`) as aggregate from `studentreport` where `studentid` = ? and `phyrank` > ? | 1ms
2014-07-13 23:37:08 | select min(`chemrank`) as aggregate from `studentreport` where `studentid` = ? and `chemrank` > ? | 0ms
2014-07-13 23:37:08 | select min(`mathrank`) as aggregate from `studentreport` where `studentid` = ? and `mathrank` > ? | 0ms
2014-07-13 23:37:08 | select min(`biorank`) as aggregate from `studentreport` where `studentid` = ? and `biorank` > ? | 0ms
2014-07-13 23:37:08 | select `exam`.`examid`, `overallmarks`, `overallmaxmarks` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? | 0ms

=| GET dashboard |=
2014-07-13 23:38:22 | select * from `users` where `id` = ? limit 1 | 1ms
2014-07-13 23:38:22 | select * from `parentlogins` where `parentlogins`.`loginname` = ? limit 1 | 1ms
2014-07-13 23:38:22 | select * from `student` where `student`.`studentid` = ? limit 1 | 0ms
2014-07-13 23:38:22 | select `studentreport`.`examid`, `overallrank` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? and `attendance` = ? order by `exam`.`examdate` asc | 1ms
2014-07-13 23:38:22 | select `examid`, `testtopic`, `examdate`, `subjectid` from `exam` where `exam`.`examid` in (?, ?, ?, ?, ?, ?, ?) | 1ms
2014-07-13 23:38:22 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? | 2ms
2014-07-13 23:38:22 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:38:22 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:38:22 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:38:22 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:38:22 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:38:22 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:38:22 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:38:22 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:38:22 | select min(`overallrank`) as aggregate from `studentreport` where `studentid` = ? and `overallrank` > ? | 1ms
2014-07-13 23:38:22 | select min(`phyrank`) as aggregate from `studentreport` where `studentid` = ? and `phyrank` > ? | 1ms
2014-07-13 23:38:22 | select min(`chemrank`) as aggregate from `studentreport` where `studentid` = ? and `chemrank` > ? | 0ms
2014-07-13 23:38:22 | select min(`mathrank`) as aggregate from `studentreport` where `studentid` = ? and `mathrank` > ? | 1ms
2014-07-13 23:38:22 | select min(`biorank`) as aggregate from `studentreport` where `studentid` = ? and `biorank` > ? | 1ms
2014-07-13 23:38:22 | select `exam`.`examid`, `overallmarks`, `overallmaxmarks` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? | 1ms

=| GET dashboard |=
2014-07-13 23:38:39 | select * from `users` where `id` = ? limit 1 | 1ms
2014-07-13 23:38:39 | select * from `parentlogins` where `parentlogins`.`loginname` = ? limit 1 | 0ms
2014-07-13 23:38:39 | select * from `student` where `student`.`studentid` = ? limit 1 | 1ms
2014-07-13 23:38:39 | select `studentreport`.`examid`, `overallrank` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? and `attendance` = ? order by `exam`.`examdate` asc | 1ms
2014-07-13 23:38:39 | select `examid`, `testtopic`, `examdate`, `subjectid` from `exam` where `exam`.`examid` in (?, ?, ?, ?, ?, ?, ?) | 0ms
2014-07-13 23:38:39 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? | 2ms
2014-07-13 23:38:39 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 1ms
2014-07-13 23:38:39 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:38:39 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:38:39 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:38:39 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:38:39 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:38:39 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:38:39 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:38:39 | select min(`overallrank`) as aggregate from `studentreport` where `studentid` = ? and `overallrank` > ? | 1ms
2014-07-13 23:38:39 | select min(`phyrank`) as aggregate from `studentreport` where `studentid` = ? and `phyrank` > ? | 0ms
2014-07-13 23:38:39 | select min(`chemrank`) as aggregate from `studentreport` where `studentid` = ? and `chemrank` > ? | 1ms
2014-07-13 23:38:39 | select min(`mathrank`) as aggregate from `studentreport` where `studentid` = ? and `mathrank` > ? | 1ms
2014-07-13 23:38:39 | select min(`biorank`) as aggregate from `studentreport` where `studentid` = ? and `biorank` > ? | 1ms
2014-07-13 23:38:39 | select `exam`.`examid`, `overallmarks`, `overallmaxmarks` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? | 0ms
2014-07-13 23:38:39 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:38:39 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
2014-07-13 23:38:39 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:38:39 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:38:39 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:38:39 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
2014-07-13 23:38:39 | select * from `exam` where `examid` = ? | 0ms
2014-07-13 23:38:39 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
2014-07-13 23:38:39 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:38:39 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:38:39 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:38:39 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
2014-07-13 23:38:39 | select * from `exam` where `examid` = ? | 0ms
2014-07-13 23:38:39 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms

=| POST edroot_report.php |=

=| GET dashboard |=
2014-07-13 23:42:53 | select * from `users` where `id` = ? limit 1 | 1ms
2014-07-13 23:42:53 | select * from `parentlogins` where `parentlogins`.`loginname` = ? limit 1 | 1ms
2014-07-13 23:42:53 | select * from `student` where `student`.`studentid` = ? limit 1 | 1ms
2014-07-13 23:42:53 | select `studentreport`.`examid`, `overallrank` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? and `attendance` = ? order by `exam`.`examdate` asc | 1ms
2014-07-13 23:42:53 | select `examid`, `testtopic`, `examdate`, `subjectid` from `exam` where `exam`.`examid` in (?, ?, ?, ?, ?, ?, ?) | 1ms
2014-07-13 23:42:53 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? | 3ms
2014-07-13 23:42:53 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:42:53 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:42:53 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 1ms
2014-07-13 23:42:53 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:42:53 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:42:53 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:42:53 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:42:53 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:42:53 | select min(`overallrank`) as aggregate from `studentreport` where `studentid` = ? and `overallrank` > ? | 0ms
2014-07-13 23:42:53 | select min(`phyrank`) as aggregate from `studentreport` where `studentid` = ? and `phyrank` > ? | 1ms
2014-07-13 23:42:53 | select min(`chemrank`) as aggregate from `studentreport` where `studentid` = ? and `chemrank` > ? | 1ms
2014-07-13 23:42:53 | select min(`mathrank`) as aggregate from `studentreport` where `studentid` = ? and `mathrank` > ? | 0ms
2014-07-13 23:42:53 | select min(`biorank`) as aggregate from `studentreport` where `studentid` = ? and `biorank` > ? | 0ms
2014-07-13 23:42:53 | select `exam`.`examid`, `overallmarks`, `overallmaxmarks` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? | 1ms
2014-07-13 23:42:53 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select * from `exam` where `examid` = ? | 0ms
2014-07-13 23:42:53 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
2014-07-13 23:42:53 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select * from `exam` where `examid` = ? | 0ms
2014-07-13 23:42:53 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:42:53 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms

=| POST edroot_report.php |=

=| GET dashboard |=
2014-07-13 23:45:33 | select * from `users` where `id` = ? limit 1 | 0ms
2014-07-13 23:45:33 | select * from `parentlogins` where `parentlogins`.`loginname` = ? limit 1 | 1ms
2014-07-13 23:45:33 | select * from `student` where `student`.`studentid` = ? limit 1 | 1ms
2014-07-13 23:45:33 | select `studentreport`.`examid`, `overallrank` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? and `attendance` = ? order by `exam`.`examdate` asc | 2ms
2014-07-13 23:45:33 | select `examid`, `testtopic`, `examdate`, `subjectid` from `exam` where `exam`.`examid` in (?, ?, ?, ?, ?, ?, ?) | 1ms
2014-07-13 23:45:33 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? | 3ms
2014-07-13 23:45:33 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 1ms
2014-07-13 23:45:33 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:45:33 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 1ms
2014-07-13 23:45:33 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:45:33 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:45:33 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:45:33 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:45:33 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:45:33 | select min(`overallrank`) as aggregate from `studentreport` where `studentid` = ? and `overallrank` > ? | 1ms
2014-07-13 23:45:33 | select min(`phyrank`) as aggregate from `studentreport` where `studentid` = ? and `phyrank` > ? | 1ms
2014-07-13 23:45:33 | select min(`chemrank`) as aggregate from `studentreport` where `studentid` = ? and `chemrank` > ? | 0ms
2014-07-13 23:45:33 | select min(`mathrank`) as aggregate from `studentreport` where `studentid` = ? and `mathrank` > ? | 0ms
2014-07-13 23:45:33 | select min(`biorank`) as aggregate from `studentreport` where `studentid` = ? and `biorank` > ? | 0ms
2014-07-13 23:45:33 | select `exam`.`examid`, `overallmarks`, `overallmaxmarks` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? | 0ms
2014-07-13 23:45:33 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
2014-07-13 23:45:33 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
2014-07-13 23:45:33 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:45:33 | select * from `exam` where `examid` = ? | 0ms
2014-07-13 23:45:33 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms

=| POST edroot_report.php |=

=| GET query2 |=
2014-07-13 23:45:49 | select `exam`.`examid`, `overallmarks`, `overallmaxmarks` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? | 1ms

=| GET query2 |=
2014-07-13 23:46:00 | select `exam`.`examid`, `overallmarks`, `overallmaxmarks` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? | 1ms

=| GET dashboard |=
2014-07-13 23:47:10 | select * from `users` where `id` = ? limit 1 | 1ms
2014-07-13 23:47:10 | select * from `parentlogins` where `parentlogins`.`loginname` = ? limit 1 | 1ms
2014-07-13 23:47:10 | select * from `student` where `student`.`studentid` = ? limit 1 | 1ms
2014-07-13 23:47:10 | select `studentreport`.`examid`, `overallrank` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? and `attendance` = ? order by `exam`.`examdate` asc | 1ms
2014-07-13 23:47:10 | select `examid`, `testtopic`, `examdate`, `subjectid` from `exam` where `exam`.`examid` in (?, ?, ?, ?, ?, ?, ?) | 1ms
2014-07-13 23:47:10 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? | 2ms
2014-07-13 23:47:10 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:47:10 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:47:10 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 2ms
2014-07-13 23:47:10 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? | 1ms
2014-07-13 23:47:10 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:47:10 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:47:10 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 1ms
2014-07-13 23:47:10 | select count(*) as aggregate from `studentresponse` inner join `question` on `question`.`questionid` = `studentresponse`.`questionid` inner join `subject` on `question`.`subjectid` = `subject`.`subjectid` where `studentid` = ? and `subject`.`subjectname` = ? and `response` = ? | 2ms
2014-07-13 23:47:10 | select min(`overallrank`) as aggregate from `studentreport` where `studentid` = ? and `overallrank` > ? | 1ms
2014-07-13 23:47:10 | select min(`phyrank`) as aggregate from `studentreport` where `studentid` = ? and `phyrank` > ? | 1ms
2014-07-13 23:47:10 | select min(`chemrank`) as aggregate from `studentreport` where `studentid` = ? and `chemrank` > ? | 1ms
2014-07-13 23:47:10 | select min(`mathrank`) as aggregate from `studentreport` where `studentid` = ? and `mathrank` > ? | 1ms
2014-07-13 23:47:10 | select min(`biorank`) as aggregate from `studentreport` where `studentid` = ? and `biorank` > ? | 0ms
2014-07-13 23:47:10 | select `exam`.`examid`, `overallmarks`, `overallmaxmarks` from `studentreport` inner join `exam` on `studentreport`.`examid` = `exam`.`examid` where `studentid` = ? | 0ms
2014-07-13 23:47:10 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:47:10 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
2014-07-13 23:47:10 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:47:10 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
2014-07-13 23:47:10 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:47:10 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 1ms
2014-07-13 23:47:10 | select * from `exam` where `examid` = ? | 1ms
2014-07-13 23:47:10 | select max(`overallrank`) as aggregate from `studentreport` where `examid` = ? | 0ms
